,NO.,DATE,TIME,TEMPERATURE,RELATIVE-HUMIDITY,DEW-POINT,GPP,DATETIME
295,296,03-13-2022,02:14:17,26.7,12.0,-5.0,18.1,2022-03-13 02:14:17
296,297,03-13-2022,02:15:17,26.6,12.0,-5.1,18.0,2022-03-13 02:15:17
297,298,03-13-2022,02:16:17,26.6,12.0,-5.1,18.0,2022-03-13 02:16:17
298,299,03-13-2022,02:17:17,26.6,12.0,-5.1,18.0,2022-03-13 02:17:17
299,300,03-13-2022,02:18:17,26.6,12.1,-4.9,18.1,2022-03-13 02:18:17
300,301,03-13-2022,02:19:17,26.6,12.1,-4.9,18.1,2022-03-13 02:19:17
301,302,03-13-2022,02:20:17,26.6,12.1,-4.9,18.1,2022-03-13 02:20:17
302,303,03-13-2022,02:21:17,26.6,12.1,-4.9,18.1,2022-03-13 02:21:17
303,304,03-13-2022,02:22:17,26.5,12.2,-4.9,18.2,2022-03-13 02:22:17
304,305,03-13-2022,02:23:17,26.5,12.2,-4.9,18.2,2022-03-13 02:23:17
305,306,03-13-2022,02:24:17,26.5,12.2,-4.9,18.2,2022-03-13 02:24:17
306,307,03-13-2022,02:25:17,26.5,12.2,-4.9,18.2,2022-03-13 02:25:17
307,308,03-13-2022,02:26:17,26.5,12.2,-4.9,18.2,2022-03-13 02:26:17
308,309,03-13-2022,02:27:17,26.5,12.2,-4.9,18.2,2022-03-13 02:27:17
309,310,03-13-2022,02:28:17,26.5,12.2,-4.9,18.2,2022-03-13 02:28:17
310,311,03-13-2022,02:29:17,26.5,12.2,-4.9,18.2,2022-03-13 02:29:17
311,312,03-13-2022,02:30:17,26.5,12.2,-4.9,18.2,2022-03-13 02:30:17
312,313,03-13-2022,02:31:17,26.5,12.2,-4.9,18.2,2022-03-13 02:31:17
313,314,03-13-2022,02:32:17,26.6,12.2,-4.8,18.3,2022-03-13 02:32:17
314,315,03-13-2022,02:33:17,26.6,12.1,-4.9,18.1,2022-03-13 02:33:17
315,316,03-13-2022,02:34:17,26.6,12.0,-5.1,18.0,2022-03-13 02:34:17
316,317,03-13-2022,02:35:17,26.6,12.1,-4.9,18.1,2022-03-13 02:35:17
317,318,03-13-2022,02:36:17,26.7,12.0,-5.0,18.1,2022-03-13 02:36:17
318,319,03-13-2022,02:37:17,26.7,12.0,-5.0,18.1,2022-03-13 02:37:17
319,320,03-13-2022,02:38:17,26.7,12.0,-5.0,18.1,2022-03-13 02:38:17
320,321,03-13-2022,02:39:17,26.8,12.0,-4.9,18.2,2022-03-13 02:39:17
321,322,03-13-2022,02:40:17,26.8,12.0,-4.9,18.2,2022-03-13 02:40:17
322,323,03-13-2022,02:41:17,26.8,11.9,-5.0,18.0,2022-03-13 02:41:17
323,324,03-13-2022,02:42:17,26.9,11.9,-4.9,18.1,2022-03-13 02:42:17
324,325,03-13-2022,02:43:17,26.9,11.9,-4.9,18.1,2022-03-13 02:43:17
325,326,03-13-2022,02:44:17,27.0,11.9,-4.9,18.3,2022-03-13 02:44:17
326,327,03-13-2022,02:45:17,27.0,11.8,-5.0,18.1,2022-03-13 02:45:17
327,328,03-13-2022,02:46:17,27.1,11.9,-4.8,18.4,2022-03-13 02:46:17
328,329,03-13-2022,02:47:17,27.1,11.8,-4.9,18.2,2022-03-13 02:47:17
329,330,03-13-2022,02:48:17,27.1,11.8,-4.9,18.2,2022-03-13 02:48:17
330,331,03-13-2022,02:49:17,27.1,11.8,-4.9,18.2,2022-03-13 02:49:17
331,332,03-13-2022,02:50:17,27.1,11.8,-4.9,18.2,2022-03-13 02:50:17
332,333,03-13-2022,02:51:17,27.1,11.8,-4.9,18.2,2022-03-13 02:51:17
333,334,03-13-2022,02:52:17,27.1,11.8,-4.9,18.2,2022-03-13 02:52:17
334,335,03-13-2022,02:53:17,27.1,11.8,-4.9,18.2,2022-03-13 02:53:17
335,336,03-13-2022,02:54:17,27.1,11.8,-4.9,18.2,2022-03-13 02:54:17
336,337,03-13-2022,02:55:17,27.1,11.8,-4.9,18.2,2022-03-13 02:55:17
337,338,03-13-2022,02:56:17,27.1,11.8,-4.9,18.2,2022-03-13 02:56:17
338,339,03-13-2022,02:57:17,27.0,11.8,-5.0,18.1,2022-03-13 02:57:17
339,340,03-13-2022,02:58:17,27.0,11.8,-5.0,18.1,2022-03-13 02:58:17
340,341,03-13-2022,02:59:17,27.0,11.7,-5.1,17.9,2022-03-13 02:59:17
341,342,03-13-2022,03:00:17,27.0,11.7,-5.1,17.9,2022-03-13 03:00:17
342,343,03-13-2022,03:01:17,27.0,11.7,-5.1,17.9,2022-03-13 03:01:17
343,344,03-13-2022,03:02:17,27.0,11.7,-5.1,17.9,2022-03-13 03:02:17
344,345,03-13-2022,03:03:17,26.9,11.8,-5.0,18.0,2022-03-13 03:03:17
345,346,03-13-2022,03:04:17,26.9,11.8,-5.0,18.0,2022-03-13 03:04:17
346,347,03-13-2022,03:05:17,26.9,11.8,-5.0,18.0,2022-03-13 03:05:17
347,348,03-13-2022,03:06:17,26.8,11.8,-5.1,17.9,2022-03-13 03:06:17
348,349,03-13-2022,03:07:17,26.8,11.8,-5.1,17.9,2022-03-13 03:07:17
349,350,03-13-2022,03:08:17,26.8,11.8,-5.1,17.9,2022-03-13 03:08:17
350,351,03-13-2022,03:09:17,26.8,11.9,-5.0,18.0,2022-03-13 03:09:17
351,352,03-13-2022,03:10:17,26.8,11.9,-5.0,18.0,2022-03-13 03:10:17
352,353,03-13-2022,03:11:17,26.7,12.0,-5.0,18.1,2022-03-13 03:11:17
353,354,03-13-2022,03:12:17,26.7,12.0,-5.0,18.1,2022-03-13 03:12:17
354,355,03-13-2022,03:13:17,26.7,12.1,-4.9,18.2,2022-03-13 03:13:17
355,356,03-13-2022,03:14:17,26.7,12.1,-4.9,18.2,2022-03-13 03:14:17
356,357,03-13-2022,03:15:17,26.7,12.1,-4.9,18.2,2022-03-13 03:15:17
357,358,03-13-2022,03:16:17,26.7,12.1,-4.9,18.2,2022-03-13 03:16:17
358,359,03-13-2022,03:17:17,26.6,12.1,-4.9,18.1,2022-03-13 03:17:17
359,360,03-13-2022,03:18:17,26.6,12.1,-4.9,18.1,2022-03-13 03:18:17
360,361,03-13-2022,03:19:17,26.6,12.2,-4.8,18.3,2022-03-13 03:19:17
361,362,03-13-2022,03:20:17,26.6,12.2,-4.8,18.3,2022-03-13 03:20:17
362,363,03-13-2022,03:21:17,26.6,12.2,-4.8,18.3,2022-03-13 03:21:17
363,364,03-13-2022,03:22:17,26.6,12.2,-4.8,18.3,2022-03-13 03:22:17
364,365,03-13-2022,03:23:17,26.5,12.3,-4.8,18.3,2022-03-13 03:23:17
365,366,03-13-2022,03:24:17,26.5,12.3,-4.8,18.3,2022-03-13 03:24:17
366,367,03-13-2022,03:25:17,26.5,12.3,-4.8,18.3,2022-03-13 03:25:17
367,368,03-13-2022,03:26:17,26.5,12.3,-4.8,18.3,2022-03-13 03:26:17
368,369,03-13-2022,03:27:17,26.5,12.3,-4.8,18.3,2022-03-13 03:27:17
369,370,03-13-2022,03:28:17,26.5,12.3,-4.8,18.3,2022-03-13 03:28:17
370,371,03-13-2022,03:29:17,26.5,12.4,-4.7,18.5,2022-03-13 03:29:17
371,372,03-13-2022,03:30:17,26.5,12.3,-4.8,18.3,2022-03-13 03:30:17
372,373,03-13-2022,03:31:17,26.5,12.4,-4.7,18.5,2022-03-13 03:31:17
373,374,03-13-2022,03:32:17,26.5,12.4,-4.7,18.5,2022-03-13 03:32:17
374,375,03-13-2022,03:33:17,26.6,12.4,-4.6,18.6,2022-03-13 03:33:17
375,376,03-13-2022,03:34:17,26.6,12.4,-4.6,18.6,2022-03-13 03:34:17
376,377,03-13-2022,03:35:17,26.6,12.4,-4.6,18.6,2022-03-13 03:35:17
377,378,03-13-2022,03:36:17,26.7,12.3,-4.7,18.5,2022-03-13 03:36:17
378,379,03-13-2022,03:37:17,26.7,12.3,-4.7,18.5,2022-03-13 03:37:17
379,380,03-13-2022,03:38:17,26.7,12.3,-4.7,18.5,2022-03-13 03:38:17
380,381,03-13-2022,03:39:17,26.7,12.3,-4.7,18.5,2022-03-13 03:39:17
381,382,03-13-2022,03:40:17,26.8,12.3,-4.6,18.7,2022-03-13 03:40:17
382,383,03-13-2022,03:41:17,26.8,12.3,-4.6,18.7,2022-03-13 03:41:17
383,384,03-13-2022,03:42:17,26.9,12.3,-4.5,18.8,2022-03-13 03:42:17
384,385,03-13-2022,03:43:17,26.9,12.2,-4.6,18.6,2022-03-13 03:43:17
385,386,03-13-2022,03:44:17,26.9,12.2,-4.6,18.6,2022-03-13 03:44:17
386,387,03-13-2022,03:45:17,27.0,12.1,-4.6,18.6,2022-03-13 03:45:17
387,388,03-13-2022,03:46:17,27.0,12.1,-4.6,18.6,2022-03-13 03:46:17
388,389,03-13-2022,03:47:17,27.0,12.1,-4.6,18.6,2022-03-13 03:47:17
389,390,03-13-2022,03:48:17,27.1,12.0,-4.7,18.5,2022-03-13 03:48:17
390,391,03-13-2022,03:49:17,27.1,11.9,-4.8,18.4,2022-03-13 03:49:17
391,392,03-13-2022,03:50:17,27.1,11.9,-4.8,18.4,2022-03-13 03:50:17
392,393,03-13-2022,03:51:17,27.1,11.9,-4.8,18.4,2022-03-13 03:51:17
393,394,03-13-2022,03:52:17,27.1,12.0,-4.7,18.5,2022-03-13 03:52:17
394,395,03-13-2022,03:53:17,27.1,11.9,-4.8,18.4,2022-03-13 03:53:17
395,396,03-13-2022,03:54:17,27.1,11.9,-4.8,18.4,2022-03-13 03:54:17
396,397,03-13-2022,03:55:17,27.1,11.9,-4.8,18.4,2022-03-13 03:55:17
397,398,03-13-2022,03:56:17,27.1,11.9,-4.8,18.4,2022-03-13 03:56:17
398,399,03-13-2022,03:57:17,27.1,11.9,-4.8,18.4,2022-03-13 03:57:17
399,400,03-13-2022,03:58:17,27.1,11.8,-4.9,18.2,2022-03-13 03:58:17
400,401,03-13-2022,03:59:17,27.1,11.8,-4.9,18.2,2022-03-13 03:59:17
401,402,03-13-2022,04:00:17,27.0,11.8,-5.0,18.1,2022-03-13 04:00:17
402,403,03-13-2022,04:01:17,27.0,11.8,-5.0,18.1,2022-03-13 04:01:17
403,404,03-13-2022,04:02:17,27.0,11.9,-4.9,18.3,2022-03-13 04:02:17
404,405,03-13-2022,04:03:17,27.0,11.9,-4.9,18.3,2022-03-13 04:03:17
405,406,03-13-2022,04:04:17,27.0,11.9,-4.9,18.3,2022-03-13 04:04:17
406,407,03-13-2022,04:05:17,26.9,11.9,-4.9,18.1,2022-03-13 04:05:17
407,408,03-13-2022,04:06:17,26.9,12.0,-4.8,18.3,2022-03-13 04:06:17
408,409,03-13-2022,04:07:17,26.9,11.9,-4.9,18.1,2022-03-13 04:07:17
409,410,03-13-2022,04:08:17,26.9,12.0,-4.8,18.3,2022-03-13 04:08:17
410,411,03-13-2022,04:09:17,26.8,12.0,-4.9,18.2,2022-03-13 04:09:17
411,412,03-13-2022,04:10:17,26.8,12.0,-4.9,18.2,2022-03-13 04:10:17
412,413,03-13-2022,04:11:17,26.8,12.0,-4.9,18.2,2022-03-13 04:11:17
413,414,03-13-2022,04:12:17,26.8,12.0,-4.9,18.2,2022-03-13 04:12:17
414,415,03-13-2022,04:13:17,26.8,12.0,-4.9,18.2,2022-03-13 04:13:17
415,416,03-13-2022,04:14:17,26.7,12.0,-5.0,18.1,2022-03-13 04:14:17
416,417,03-13-2022,04:15:17,26.7,12.0,-5.0,18.1,2022-03-13 04:15:17
417,418,03-13-2022,04:16:17,26.7,12.0,-5.0,18.1,2022-03-13 04:16:17
418,419,03-13-2022,04:17:17,26.7,12.0,-5.0,18.1,2022-03-13 04:17:17
419,420,03-13-2022,04:18:17,26.7,12.1,-4.9,18.2,2022-03-13 04:18:17
420,421,03-13-2022,04:19:17,26.7,12.1,-4.9,18.2,2022-03-13 04:19:17
421,422,03-13-2022,04:20:17,26.6,12.1,-4.9,18.1,2022-03-13 04:20:17
422,423,03-13-2022,04:21:17,26.6,12.0,-5.1,18.0,2022-03-13 04:21:17
423,424,03-13-2022,04:22:17,26.6,12.2,-4.8,18.3,2022-03-13 04:22:17
424,425,03-13-2022,04:23:17,26.6,12.2,-4.8,18.3,2022-03-13 04:23:17
425,426,03-13-2022,04:24:17,26.6,12.1,-4.9,18.1,2022-03-13 04:24:17
426,427,03-13-2022,04:25:17,26.6,12.2,-4.8,18.3,2022-03-13 04:25:17
427,428,03-13-2022,04:26:17,26.6,12.2,-4.8,18.3,2022-03-13 04:26:17
428,429,03-13-2022,04:27:17,26.6,12.2,-4.8,18.3,2022-03-13 04:27:17
429,430,03-13-2022,04:28:17,26.5,12.3,-4.8,18.3,2022-03-13 04:28:17
430,431,03-13-2022,04:29:17,26.5,12.2,-4.9,18.2,2022-03-13 04:29:17
431,432,03-13-2022,04:30:17,26.5,12.3,-4.8,18.3,2022-03-13 04:30:17
432,433,03-13-2022,04:31:17,26.5,12.3,-4.8,18.3,2022-03-13 04:31:17
433,434,03-13-2022,04:32:17,26.5,12.3,-4.8,18.3,2022-03-13 04:32:17
434,435,03-13-2022,04:33:17,26.5,12.3,-4.8,18.3,2022-03-13 04:33:17
435,436,03-13-2022,04:34:17,26.5,12.3,-4.8,18.3,2022-03-13 04:34:17
436,437,03-13-2022,04:35:17,26.5,12.3,-4.8,18.3,2022-03-13 04:35:17
437,438,03-13-2022,04:36:17,26.6,12.3,-4.7,18.4,2022-03-13 04:36:17
438,439,03-13-2022,04:37:17,26.6,12.2,-4.8,18.3,2022-03-13 04:37:17
439,440,03-13-2022,04:38:17,26.6,12.2,-4.8,18.3,2022-03-13 04:38:17
440,441,03-13-2022,04:39:17,26.7,12.2,-4.8,18.4,2022-03-13 04:39:17
441,442,03-13-2022,04:40:17,26.7,12.1,-4.9,18.2,2022-03-13 04:40:17
442,443,03-13-2022,04:41:17,26.7,12.2,-4.8,18.4,2022-03-13 04:41:17
443,444,03-13-2022,04:42:17,26.7,12.1,-4.9,18.2,2022-03-13 04:42:17
444,445,03-13-2022,04:43:17,26.8,12.1,-4.8,18.3,2022-03-13 04:43:17
445,446,03-13-2022,04:44:17,26.8,12.1,-4.8,18.3,2022-03-13 04:44:17
446,447,03-13-2022,04:45:17,26.9,12.1,-4.7,18.5,2022-03-13 04:45:17
447,448,03-13-2022,04:46:17,26.9,12.0,-4.8,18.3,2022-03-13 04:46:17
448,449,03-13-2022,04:47:17,26.9,12.0,-4.8,18.3,2022-03-13 04:47:17
449,450,03-13-2022,04:48:17,27.0,12.0,-4.7,18.4,2022-03-13 04:48:17
450,451,03-13-2022,04:49:17,27.0,11.9,-4.9,18.3,2022-03-13 04:49:17
451,452,03-13-2022,04:50:17,27.0,11.8,-5.0,18.1,2022-03-13 04:50:17
452,453,03-13-2022,04:51:17,27.1,11.8,-4.9,18.2,2022-03-13 04:51:17
453,454,03-13-2022,04:52:17,27.1,11.8,-4.9,18.2,2022-03-13 04:52:17
454,455,03-13-2022,04:53:17,27.1,11.8,-4.9,18.2,2022-03-13 04:53:17
455,456,03-13-2022,04:54:17,27.1,11.7,-5.0,18.1,2022-03-13 04:54:17
456,457,03-13-2022,04:55:17,27.1,11.7,-5.0,18.1,2022-03-13 04:55:17
457,458,03-13-2022,04:56:17,27.1,11.7,-5.0,18.1,2022-03-13 04:56:17
458,459,03-13-2022,04:57:17,27.1,11.6,-5.1,17.9,2022-03-13 04:57:17
459,460,03-13-2022,04:58:17,27.1,11.6,-5.1,17.9,2022-03-13 04:58:17
460,461,03-13-2022,04:59:17,27.1,11.7,-5.0,18.1,2022-03-13 04:59:17
461,462,03-13-2022,05:00:17,27.1,11.6,-5.1,17.9,2022-03-13 05:00:17
462,463,03-13-2022,05:01:17,27.1,11.6,-5.1,17.9,2022-03-13 05:01:17
463,464,03-13-2022,05:02:17,27.1,11.6,-5.1,17.9,2022-03-13 05:02:17
464,465,03-13-2022,05:03:17,27.1,11.6,-5.1,17.9,2022-03-13 05:03:17
465,466,03-13-2022,05:04:17,27.0,11.6,-5.2,17.8,2022-03-13 05:04:17
466,467,03-13-2022,05:05:17,27.0,11.5,-5.3,17.6,2022-03-13 05:05:17
467,468,03-13-2022,05:06:17,27.0,11.6,-5.2,17.8,2022-03-13 05:06:17
468,469,03-13-2022,05:07:17,27.0,11.6,-5.2,17.8,2022-03-13 05:07:17
469,470,03-13-2022,05:08:17,26.9,11.6,-5.3,17.7,2022-03-13 05:08:17
470,471,03-13-2022,05:09:17,26.9,11.6,-5.3,17.7,2022-03-13 05:09:17
471,472,03-13-2022,05:10:17,26.9,11.6,-5.3,17.7,2022-03-13 05:10:17
472,473,03-13-2022,05:11:17,26.8,11.6,-5.3,17.6,2022-03-13 05:11:17
473,474,03-13-2022,05:12:17,26.9,11.6,-5.3,17.7,2022-03-13 05:12:17
474,475,03-13-2022,05:13:17,26.8,11.6,-5.3,17.6,2022-03-13 05:13:17
475,476,03-13-2022,05:14:17,26.8,11.6,-5.3,17.6,2022-03-13 05:14:17
476,477,03-13-2022,05:15:17,26.8,11.6,-5.3,17.6,2022-03-13 05:15:17
477,478,03-13-2022,05:16:17,26.7,11.6,-5.4,17.5,2022-03-13 05:16:17
478,479,03-13-2022,05:17:17,26.7,11.7,-5.3,17.6,2022-03-13 05:17:17
479,480,03-13-2022,05:18:17,26.7,11.7,-5.3,17.6,2022-03-13 05:18:17
480,481,03-13-2022,05:19:17,26.7,11.7,-5.3,17.6,2022-03-13 05:19:17
481,482,03-13-2022,05:20:17,26.7,11.7,-5.3,17.6,2022-03-13 05:20:17
482,483,03-13-2022,05:21:17,26.7,11.7,-5.3,17.6,2022-03-13 05:21:17
483,484,03-13-2022,05:22:17,26.6,11.8,-5.3,17.7,2022-03-13 05:22:17
484,485,03-13-2022,05:23:17,26.7,11.8,-5.2,17.8,2022-03-13 05:23:17
485,486,03-13-2022,05:24:17,26.6,11.8,-5.3,17.7,2022-03-13 05:24:17
486,487,03-13-2022,05:25:17,26.6,11.8,-5.3,17.7,2022-03-13 05:25:17
487,488,03-13-2022,05:26:17,26.6,11.8,-5.3,17.7,2022-03-13 05:26:17
488,489,03-13-2022,05:27:17,26.6,11.8,-5.3,17.7,2022-03-13 05:27:17
489,490,03-13-2022,05:28:17,26.6,11.8,-5.3,17.7,2022-03-13 05:28:17
490,491,03-13-2022,05:29:17,26.6,11.8,-5.3,17.7,2022-03-13 05:29:17
491,492,03-13-2022,05:30:17,26.5,11.8,-5.4,17.6,2022-03-13 05:30:17
492,493,03-13-2022,05:31:17,26.5,11.8,-5.4,17.6,2022-03-13 05:31:17
493,494,03-13-2022,05:32:17,26.5,11.9,-5.2,17.7,2022-03-13 05:32:17
494,495,03-13-2022,05:33:17,26.5,11.8,-5.4,17.6,2022-03-13 05:33:17
495,496,03-13-2022,05:34:17,26.5,11.8,-5.4,17.6,2022-03-13 05:34:17
496,497,03-13-2022,05:35:17,26.5,11.8,-5.4,17.6,2022-03-13 05:35:17
497,498,03-13-2022,05:36:17,26.5,11.9,-5.2,17.7,2022-03-13 05:36:17
498,499,03-13-2022,05:37:17,26.5,11.8,-5.4,17.6,2022-03-13 05:37:17
499,500,03-13-2022,05:38:17,26.5,11.8,-5.4,17.6,2022-03-13 05:38:17
500,501,03-13-2022,05:39:17,26.5,11.8,-5.4,17.6,2022-03-13 05:39:17
501,502,03-13-2022,05:40:17,26.5,11.8,-5.4,17.6,2022-03-13 05:40:17
502,503,03-13-2022,05:41:17,26.5,11.8,-5.4,17.6,2022-03-13 05:41:17
503,504,03-13-2022,05:42:17,26.5,11.8,-5.4,17.6,2022-03-13 05:42:17
504,505,03-13-2022,05:43:17,26.6,11.8,-5.3,17.7,2022-03-13 05:43:17
505,506,03-13-2022,05:44:17,26.6,11.7,-5.4,17.5,2022-03-13 05:44:17
506,507,03-13-2022,05:45:17,26.6,11.8,-5.3,17.7,2022-03-13 05:45:17
507,508,03-13-2022,05:46:17,26.7,11.7,-5.3,17.6,2022-03-13 05:46:17
508,509,03-13-2022,05:47:17,26.7,11.7,-5.3,17.6,2022-03-13 05:47:17
509,510,03-13-2022,05:48:17,26.8,11.7,-5.2,17.7,2022-03-13 05:48:17
510,511,03-13-2022,05:49:17,26.8,11.7,-5.2,17.7,2022-03-13 05:49:17
511,512,03-13-2022,05:50:17,26.8,11.6,-5.3,17.6,2022-03-13 05:50:17
512,513,03-13-2022,05:51:17,26.9,11.6,-5.3,17.7,2022-03-13 05:51:17
513,514,03-13-2022,05:52:17,26.9,11.5,-5.4,17.5,2022-03-13 05:52:17
514,515,03-13-2022,05:53:17,27.0,11.5,-5.3,17.6,2022-03-13 05:53:17
515,516,03-13-2022,05:54:17,27.0,11.5,-5.3,17.6,2022-03-13 05:54:17
516,517,03-13-2022,05:55:17,27.0,11.4,-5.4,17.5,2022-03-13 05:55:17
517,518,03-13-2022,05:56:17,27.0,11.4,-5.4,17.5,2022-03-13 05:56:17
518,519,03-13-2022,05:57:17,27.0,11.5,-5.3,17.6,2022-03-13 05:57:17
519,520,03-13-2022,05:58:17,27.1,11.4,-5.3,17.6,2022-03-13 05:58:17
520,521,03-13-2022,05:59:17,27.1,11.4,-5.3,17.6,2022-03-13 05:59:17
521,522,03-13-2022,06:00:17,27.0,11.4,-5.4,17.5,2022-03-13 06:00:17
522,523,03-13-2022,06:01:17,27.0,11.4,-5.4,17.5,2022-03-13 06:01:17
523,524,03-13-2022,06:02:17,27.0,11.4,-5.4,17.5,2022-03-13 06:02:17
524,525,03-13-2022,06:03:17,27.0,11.4,-5.4,17.5,2022-03-13 06:03:17
525,526,03-13-2022,06:04:17,27.0,11.5,-5.3,17.6,2022-03-13 06:04:17
526,527,03-13-2022,06:05:17,27.0,11.5,-5.3,17.6,2022-03-13 06:05:17
527,528,03-13-2022,06:06:17,27.0,11.5,-5.3,17.6,2022-03-13 06:06:17
528,529,03-13-2022,06:07:17,27.0,11.6,-5.2,17.8,2022-03-13 06:07:17
529,530,03-13-2022,06:08:17,26.9,11.6,-5.3,17.7,2022-03-13 06:08:17
530,531,03-13-2022,06:09:17,26.9,11.7,-5.2,17.8,2022-03-13 06:09:17
531,532,03-13-2022,06:10:17,26.9,11.7,-5.2,17.8,2022-03-13 06:10:17
532,533,03-13-2022,06:11:17,26.8,11.7,-5.2,17.7,2022-03-13 06:11:17
533,534,03-13-2022,06:12:17,26.8,11.8,-5.1,17.9,2022-03-13 06:12:17
534,535,03-13-2022,06:13:17,26.8,11.8,-5.1,17.9,2022-03-13 06:13:17
535,536,03-13-2022,06:14:17,26.8,11.8,-5.1,17.9,2022-03-13 06:14:17
536,537,03-13-2022,06:15:17,26.8,11.8,-5.1,17.9,2022-03-13 06:15:17
537,538,03-13-2022,06:16:17,26.7,11.7,-5.3,17.6,2022-03-13 06:16:17
538,539,03-13-2022,06:17:17,26.7,11.8,-5.2,17.8,2022-03-13 06:17:17
539,540,03-13-2022,06:18:17,26.7,11.8,-5.2,17.8,2022-03-13 06:18:17
540,541,03-13-2022,06:19:17,26.7,11.8,-5.2,17.8,2022-03-13 06:19:17
541,542,03-13-2022,06:20:17,26.7,11.8,-5.2,17.8,2022-03-13 06:20:17
542,543,03-13-2022,06:21:17,26.7,11.8,-5.2,17.8,2022-03-13 06:21:17
543,544,03-13-2022,06:22:17,26.7,11.8,-5.2,17.8,2022-03-13 06:22:17
544,545,03-13-2022,06:23:17,26.7,11.8,-5.2,17.8,2022-03-13 06:23:17
545,546,03-13-2022,06:24:17,26.6,11.8,-5.3,17.7,2022-03-13 06:24:17
546,547,03-13-2022,06:25:17,26.6,11.9,-5.2,17.8,2022-03-13 06:25:17
547,548,03-13-2022,06:26:17,26.6,11.9,-5.2,17.8,2022-03-13 06:26:17
548,549,03-13-2022,06:27:17,26.6,11.9,-5.2,17.8,2022-03-13 06:27:17
549,550,03-13-2022,06:28:17,26.6,11.9,-5.2,17.8,2022-03-13 06:28:17
550,551,03-13-2022,06:29:17,26.6,11.8,-5.3,17.7,2022-03-13 06:29:17
551,552,03-13-2022,06:30:17,26.5,11.9,-5.2,17.7,2022-03-13 06:30:17
552,553,03-13-2022,06:31:17,26.5,11.9,-5.2,17.7,2022-03-13 06:31:17
553,554,03-13-2022,06:32:17,26.5,11.9,-5.2,17.7,2022-03-13 06:32:17
554,555,03-13-2022,06:33:17,26.5,11.8,-5.4,17.6,2022-03-13 06:33:17
555,556,03-13-2022,06:34:17,26.5,11.9,-5.2,17.7,2022-03-13 06:34:17
556,557,03-13-2022,06:35:17,26.5,11.9,-5.2,17.7,2022-03-13 06:35:17
557,558,03-13-2022,06:36:17,26.5,11.9,-5.2,17.7,2022-03-13 06:36:17
558,559,03-13-2022,06:37:17,26.5,12.0,-5.1,17.9,2022-03-13 06:37:17
559,560,03-13-2022,06:38:17,26.5,11.9,-5.2,17.7,2022-03-13 06:38:17
560,561,03-13-2022,06:39:17,26.5,11.9,-5.2,17.7,2022-03-13 06:39:17
561,562,03-13-2022,06:40:17,26.5,11.9,-5.2,17.7,2022-03-13 06:40:17
562,563,03-13-2022,06:41:17,26.6,11.9,-5.2,17.8,2022-03-13 06:41:17
563,564,03-13-2022,06:42:17,26.6,11.9,-5.2,17.8,2022-03-13 06:42:17
564,565,03-13-2022,06:43:17,26.6,11.8,-5.3,17.7,2022-03-13 06:43:17
565,566,03-13-2022,06:44:17,26.6,11.8,-5.3,17.7,2022-03-13 06:44:17
566,567,03-13-2022,06:45:17,26.7,11.8,-5.2,17.8,2022-03-13 06:45:17
567,568,03-13-2022,06:46:17,26.7,11.8,-5.2,17.8,2022-03-13 06:46:17
568,569,03-13-2022,06:47:17,26.7,11.8,-5.2,17.8,2022-03-13 06:47:17
569,570,03-13-2022,06:48:17,26.8,11.8,-5.1,17.9,2022-03-13 06:48:17
570,571,03-13-2022,06:49:17,26.8,11.7,-5.2,17.7,2022-03-13 06:49:17
571,572,03-13-2022,06:50:17,26.9,11.7,-5.2,17.8,2022-03-13 06:50:17
572,573,03-13-2022,06:51:17,26.9,11.7,-5.2,17.8,2022-03-13 06:51:17
573,574,03-13-2022,06:52:17,26.9,11.6,-5.3,17.7,2022-03-13 06:52:17
574,575,03-13-2022,06:53:17,27.0,11.6,-5.2,17.8,2022-03-13 06:53:17
575,576,03-13-2022,06:54:17,27.0,11.6,-5.2,17.8,2022-03-13 06:54:17
576,577,03-13-2022,06:55:17,27.0,11.5,-5.3,17.6,2022-03-13 06:55:17
577,578,03-13-2022,06:56:17,27.1,11.5,-5.2,17.7,2022-03-13 06:56:17
578,579,03-13-2022,06:57:17,27.1,11.5,-5.2,17.7,2022-03-13 06:57:17
579,580,03-13-2022,06:58:17,27.0,11.5,-5.3,17.6,2022-03-13 06:58:17
580,581,03-13-2022,06:59:17,27.1,11.4,-5.3,17.6,2022-03-13 06:59:17
581,582,03-13-2022,07:00:17,27.1,11.4,-5.3,17.6,2022-03-13 07:00:17
582,583,03-13-2022,07:01:17,27.1,11.4,-5.3,17.6,2022-03-13 07:01:17
583,584,03-13-2022,07:02:17,27.1,11.4,-5.3,17.6,2022-03-13 07:02:17
584,585,03-13-2022,07:03:17,27.0,11.3,-5.5,17.3,2022-03-13 07:03:17
585,586,03-13-2022,07:04:17,27.0,11.3,-5.5,17.3,2022-03-13 07:04:17
586,587,03-13-2022,07:05:17,27.0,11.3,-5.5,17.3,2022-03-13 07:05:17
587,588,03-13-2022,07:06:17,27.0,11.2,-5.7,17.2,2022-03-13 07:06:17
588,589,03-13-2022,07:07:17,27.0,11.2,-5.7,17.2,2022-03-13 07:07:17
589,590,03-13-2022,07:08:17,26.9,11.2,-5.7,17.1,2022-03-13 07:08:17
590,591,03-13-2022,07:09:17,26.9,11.1,-5.8,16.9,2022-03-13 07:09:17
